GENE	r2	GENEID	POP	HSQ	HSQSE	HSQP	VG	VGSE
RABGAP1	0.0013025276560691835	ENSG00000011454.11	EUR	-0.017122	0.002741	0.279	-0.017002	0.002937
RABGAP1L	0.008559902927321223	ENSG00000152061.16	EUR	0.010491	0.010481	0.1411	0.01053	0.010559
RABGEF1	7.051241583512439e-4	ENSG00000154710.9	EUR	0.006534	0.015759	0.3653	0.006575	0.015889
RABGGTA	0.008244836020077185	ENSG00000100949.10	EUR	0.025198	0.026298	0.2159	0.024497	0.025728
RABGGTB	1.965644027033779e-4	ENSG00000137955.10	EUR	-0.010221	0.007121	0.2204	-0.010032	0.007025
RABIF	1.23748645276367e-4	ENSG00000183155.4	EUR	-0.003162	0.014867	0.442	-0.003159	0.014855
RABL2B	0.007040116343968316	NA	NA	NA	NA	NA	NA	NA
RABL5	0.007334587585171224	ENSG00000128581.11	EUR	-0.013575	0.009121	0.2025	-0.013223	0.008937
RAC1	2.7216494135795863e-4	ENSG00000136238.13	EUR	0.072443	0.032666	0.004668	0.070787	0.033186
RAD17	0.0011315288360987626	ENSG00000152942.14	EUR	0.011363	0.014246	0.2215	0.011483	0.01445
RAD18	2.4486814096835144e-4	ENSG00000070950.5	EUR	0.0481	0.03114	0.07	0.047577	0.031203
RAD23B	5.742183913079942e-4	ENSG00000119318.7	EUR	0.009321	0.016813	0.3326	0.009229	0.016666
RAD50	1.3913597542045933e-4	ENSG00000113522.9	EUR	-2.6e-5	0.008932	0.4991	-2.5e-5	0.008589
RAD51AP1	3.532792001030764e-6	ENSG00000111247.10	EUR	-0.014721	0.018009	0.2998	-0.013989	0.01716
RAD51C	0.18426511021114733	ENSG00000108384.9	EUR	0.159849	0.050125	2.376e-14	0.145042	0.05265
RAD52	0.016711540699435895	ENSG00000002016.11	EUR	0.055222	0.025882	0.0104	0.055771	0.026782
RAD54B	0.013676407552815186	ENSG00000197275.7	EUR	0.08376	0.033175	0.003393	0.085741	0.035583
RAD54L	0.0022589914697069653	ENSG00000085999.6	EUR	0.019825	0.019197	0.1743	0.019797	0.019322
RAD9A	0.03304892298240738	ENSG00000172613.3	EUR	0.004561	0.012566	0.3807	0.004399	0.012129
RAE1	0.017228046790656863	ENSG00000101146.8	EUR	0.019876	0.022551	0.2417	0.020058	0.02282
RALB	0.2562558226986933	ENSG00000144118.8	EUR	0.27065	0.052038	9.681e-14	0.267645	0.064782
RALGAPA1	0.003474868240187002	ENSG00000174373.10	EUR	0.001744	0.009617	0.4458	0.001735	0.009565
RANBP10	6.263046860740562e-4	ENSG00000141084.5	EUR	0.017406	0.017589	0.1429	0.017703	0.018051
RANBP2	0.121819502791179	ENSG00000153201.10	EUR	0.088566	0.033338	3.087e-4	0.087382	0.034781
RANBP3	0.004644962768840874	ENSG00000031823.8	EUR	0.10519	0.042066	0.01009	0.107112	0.045059
RANGAP1	0.005134784640337049	ENSG00000100401.14	EUR	0.009827	0.011325	0.1691	0.009827	0.011371
RAP1A	0.04557987849343294	ENSG00000116473.10	EUR	0.128224	0.03578	6.921e-5	0.127811	0.03829
RAP1B	1.1002527864285807e-4	ENSG00000127314.11	EUR	-0.025284	0.01189	0.1785	-0.024909	0.011889
RAP1GAP2	0.043290878925323434	ENSG00000132359.9	EUR	0.23112	0.057737	6.735e-5	0.23763599999999999	0.068713
RAPGEFL1	0.17401062379700077	ENSG00000108352.5	EUR	0.404168	0.052656	0	0.435495	0.087514
RARS	0.005887099851152996	ENSG00000113643.4	EUR	-0.002613	0.012438	0.4414	-0.002569	0.012233
RARS2	0.01721400107279231	ENSG00000146282.12	EUR	0.033396	0.02144	0.03195	0.033663	0.021953
RASA3	6.025582391177928e-4	ENSG00000185989.9	EUR	0.084114	0.03575	0.003052	0.086821	0.038934
RASGRP1	0.18644369922518048	ENSG00000172575.6	EUR	0.19576	0.039199	7.25e-9	0.192113	0.044152
RASGRP2	9.328642997478874e-5	ENSG00000068831.13	EUR	0.011295	0.01741	0.2969	0.011415	0.017637
RASGRP3	0.024285089497326606	ENSG00000152689.13	EUR	0.061954	0.029595	0.0192	0.062358	0.030488
RASSF2	0.03666750106661939	ENSG00000101265.10	EUR	-0.010163	0.028108	0.4042	-0.010266	0.028414
RASSF4	0.028944346609766945	ENSG00000107551.13	EUR	0.058583	0.03561	0.05135	0.057884	0.036195
RASSF7	0.0021876844531650416	ENSG00000099849.10	EUR	-0.002618	0.015762	0.454	-0.002435	0.014662
RB1CC1	0.0025281323202814123	ENSG00000023287.8	EUR	-0.007157	0.020973	0.4103	-0.007079	0.020762
RBBP4	0.0013166350794541646	ENSG00000162521.12	EUR	0.02439	0.025413	0.1774	0.024681	0.025969
RBBP5	0.004175346677316966	ENSG00000117222.9	EUR	0.027989	0.027675	0.19	0.027717	0.027606
RBBP8	0.006079124676388548	ENSG00000101773.11	EUR	0.01407	0.020677	0.2859	0.014152	0.020869
RBBP9	0.0042649986922101216	ENSG00000089050.9	EUR	0.01691	0.015287	0.157	0.01699	0.015434
RBL2	0.05173525848894824	ENSG00000103479.9	EUR	0.078685	0.030397	0.001694	0.078193	0.031488
RBM11	0.020980325531084636	ENSG00000185272.9	EUR	0.051074	0.029646	0.05222	0.05237	0.030979
RBM12B	0.002950040214039511	ENSG00000183808.7	EUR	0.120347	0.038589	3.622e-4	0.113147	0.039207
RBM19	0.0022350301597063417	ENSG00000122965.6	EUR	-0.001692	0.014891	0.4677	-0.001681	0.014787
RBM23	0.00868371703495058	ENSG00000100461.12	EUR	0.052081	0.030451	0.07315	0.051774	0.030709
RBM25	0.01690440962809683	ENSG00000119707.9	EUR	0.028015	0.018858	0.07319	0.02815	0.019151
RBM33	5.526769576462165e-4	ENSG00000184863.6	EUR	-0.039514	8.6e-4	0.1207	-0.039907	0.002345
RBM38	4.923819772946876e-5	ENSG00000132819.12	EUR	0.091189	0.03263	0.002215	0.090881	0.033737
RBM39	0.005006933457320135	ENSG00000131051.15	EUR	0.006892	0.015358	0.3261	0.006965	0.01555
RBM43	0.09784644860462313	ENSG00000184898.6	EUR	0.151419	0.03774	5.301e-10	0.132244	0.037069
RBM44	0.008297005395368066	ENSG00000177483.7	EUR	-0.009653	0.015095	0.343	-0.009716	0.015218
RBM47	0.024400882710807377	ENSG00000163694.10	EUR	0.021695	0.024422	0.2399	0.021723	0.024536
RBM4B	0.002471919975044717	ENSG00000173914.5	EUR	0.00731	0.011264	0.2793	0.00745	0.011504
RBMS2	0.28896670072444586	ENSG00000076067.6	EUR	0.325548	0.055917	0	0.320682	0.07563
RBPJ	0.007196532394721262	ENSG00000168214.16	EUR	-0.001918	0.018649	0.4708	-0.001816	0.017656
RCAN3	0.04154864214472538	ENSG00000117602.6	EUR	0.039416	0.025801	0.07838	0.039195	0.025999
RCBTB1	0.03967202141370654	ENSG00000136144.7	EUR	0.088801	0.030315	1.076e-4	0.086915	0.031578
RCC1	0.0013625406743765596	NA	NA	NA	NA	NA	NA	NA
RCC2	0.005917073066241103	ENSG00000179051.9	EUR	-0.003837	0.015019	0.4308	-0.003859	0.015107
RCE1	0.001176098615861169	ENSG00000173653.3	EUR	0.016502	0.019986	0.2107	0.013914	0.016972
RCHY1	9.73108459076292e-4	ENSG00000163743.9	EUR	-0.007715	0.012269	0.345	-0.007659	0.012199
RCL1	0.0014561048282821572	ENSG00000120158.6	EUR	0.014447	0.027525	0.338	0.013922	0.026566
RCN1	0.0022648902495604824	ENSG00000049449.3	EUR	0.050345	0.03352	0.07894	0.050994	0.03467
RCOR1	0.013287405172873298	ENSG00000089902.7	EUR	0.058463	0.028868	0.006507	0.056405	0.028741
RCOR3	0.0012621334368710993	ENSG00000117625.9	EUR	0.034344	0.020615	0.06038	0.034965	0.021243
RDH13	0.08515448395604354	ENSG00000160439.9	EUR	0.163538	0.04661	5.027e-4	0.16681000000000001	0.051758
RDX	0.00582602736591404	ENSG00000137710.9	EUR	0.029729	0.023032	0.09227	0.029816	0.023376
RECQL	0.009614645123741898	ENSG00000004700.11	EUR	-0.018179	0.001672	0.1097	-0.018603	0.002029
RECQL5	0.0015835877188155169	ENSG00000108469.9	EUR	-0.001736	0.014474	0.4664	-0.001718	0.014327
REEP5	0.09116639609707788	ENSG00000129625.8	EUR	0.128687	0.039039	1.001e-6	0.127146	0.04214
RELL1	0.07618246136395997	ENSG00000181826.5	EUR	0.106376	0.033406	9.434e-4	0.102994	0.034025
RERE	5.121693925140408e-6	ENSG00000142599.13	EUR	-0.020134	0.002333	0.05881	-0.018828	0.002451
REST	9.09775903773582e-4	ENSG00000084093.10	EUR	0.008574	0.028063	0.4099	0.008507	0.027863
RET	8.758611651731486e-4	ENSG00000165731.11	EUR	0.058578	0.025469	0.004504	0.058254	0.026103
RETSAT	0.0706805661530202	ENSG00000042445.9	EUR	0.061292	0.026113	0.00552	0.061063	0.02672
REV1	0.0012767183568461469	ENSG00000135945.5	EUR	-0.007661	0.004612	0.2366	-0.007676	0.004657
REXO2	0.006418024400166099	ENSG00000076043.5	EUR	0.06375	0.029169	0.02168	0.059758	0.028073
RFC2	3.054170548738852e-4	ENSG00000049541.5	EUR	0.013571	0.018335	0.2725	0.013551	0.018364
RFC3	0.0012857000547272616	ENSG00000133119.8	EUR	-0.004712	0.014305	0.412	-0.004391	0.013336
RFC4	0.0022783559492942137	ENSG00000163918.6	EUR	0.005383	0.023319	0.4329	0.00535	0.023183
RFFL	0.013310938409352489	ENSG00000092871.11	EUR	0.034775	0.02191	0.07425	0.034492	0.021976
RFK	0.005245459895086375	ENSG00000135002.7	EUR	0.112044	0.038584	0.00206	0.111076	0.040154
RFTN1	0.1006740110954258	ENSG00000131378.8	EUR	0.122837	0.035105	8.501e-5	0.120108	0.036806
RFWD3	0.0014700669647663706	ENSG00000168411.8	EUR	0.060113	0.031011	0.01362	0.061697	0.032782
RFX2	0.003458358323935711	ENSG00000087903.7	EUR	0.047702	0.034118	0.09883	0.045441	0.032968
RFX7	0.011628547188020684	ENSG00000181827.10	EUR	0.006179	0.014348	0.3693	0.006342	0.014741
RFXANK	0.003591925724172344	NA	NA	NA	NA	NA	NA	NA
RGS10	0.00949654273104359	ENSG00000148908.10	EUR	0.003769	0.013966	0.4198	0.003789	0.014042
RGS13	8.707256250341966e-4	ENSG00000127074.10	EUR	-7.57e-4	0.012615	0.4825	-7.79e-4	0.012979
RGS2	0.006740162600301811	ENSG00000116741.6	EUR	0.143444	0.052631	0.00228	0.152265	0.06178
RGS5	0.038190503074516706	ENSG00000143248.7	EUR	0.043874	0.025678	0.06588	0.043077	0.025591
RGS6	4.4866833616412317e-4	ENSG00000182732.11	EUR	0.003586	0.015347	0.4308	0.003657	0.015655
RHBDD2	0.008256370689286809	ENSG00000005486.10	EUR	-0.014163	0.002259	0.1073	-0.014034	0.002396
RHBDF2	0.11946354899727823	ENSG00000129667.6	EUR	0.07506	0.040196	0.0425	0.076231	0.042115
RHOBTB2	0.0021204705012024226	ENSG00000008853.12	EUR	0.060036	0.030993	0.03098	0.05927	0.031266
RHOD	0.010028846588180793	ENSG00000173156.2	EUR	-0.006294	0.004717	0.2516	-0.006156	0.004635
RHOH	0.005476628451984433	ENSG00000168421.7	EUR	0.020174	0.021057	0.2168	0.020477	0.021456
RHOT1	0.15483896248918258	ENSG00000126858.11	EUR	0.241938	0.05257	5.551e-17	0.228883	0.060672
RHPN2	0.007904554435008544	ENSG00000131941.2	EUR	0.012968	0.012996	0.1936	0.01296	0.013027
RIBC2	0.32325197235089087	ENSG00000128408.7	EUR	0.251333	0.041299	0	0.211642	0.04215
RIC3	0.01042820184379513	ENSG00000166405.9	EUR	0.058832	0.033611	0.04386	0.057422	0.033506
RIC8A	7.997468856141897e-6	ENSG00000177963.7	EUR	0.02998	0.024633	0.1386	0.02932	0.024341
RIF1	7.474860171455748e-4	NA	NA	NA	NA	NA	NA	NA
RIMBP2	0.032591202553061416	ENSG00000060709.8	EUR	0.063557	0.03296	0.05041	0.063706	0.033561
RIMKLA	0.09796293338982544	ENSG00000177181.9	EUR	0.193055	0.053922	2.077e-6	0.202323	0.066657
RIMKLB	0.012235623319927247	ENSG00000166532.10	EUR	0.018188	0.015042	0.1273	0.018129	0.01507
RIMS3	0.016534654999493817	ENSG00000117016.5	EUR	0.043628	0.027093	0.05115	0.040531	0.025582
RIN3	0.026107478218504558	ENSG00000100599.10	EUR	-0.049673	2.25e-4	0.04444	-0.050342	0.002707
RIOK1	0.0086935726359638	ENSG00000124784.4	EUR	0.002187	0.019745	0.4673	0.002167	0.019563
RIOK2	0.0010844066358464933	ENSG00000058729.6	EUR	-0.024312	1.68e-4	0.04275	-0.024255	0.001314
RIPK1	0.022990302878494538	ENSG00000137275.7	EUR	0.080565	0.038852	0.03604	0.077521	0.038451
RIPK2	1.1303905915898908e-4	ENSG00000104312.6	EUR	0.025068	0.024662	0.1855	0.025652	0.025486
RIPK3	4.1393595067914667e-4	ENSG00000129465.11	EUR	0.020893	0.022353	0.2022	0.0213	0.022899
RIT1	0.012824793232290842	ENSG00000143622.5	EUR	0.001194	0.006969	0.4484	0.001196	0.006979
RLN1	0.002667867554473428	ENSG00000107018.5	EUR	-0.00201	0.009756	0.4439	-0.002006	0.009736
RMND1	0.023179466686650205	ENSG00000155906.11	EUR	0.038021	0.02607	0.09834	0.037616	0.026058
RNASE6	0.0019543885918638106	ENSG00000169413.2	EUR	0.012479	0.03513	0.3974	0.012432	0.035024
RNASEH2A	0.0010721110428120845	ENSG00000104889.3	EUR	0.013602	0.032391	0.3802	0.012586	0.03004
RNASEH2C	0.01903272352467219	ENSG00000172922.4	EUR	0.003375	0.015353	0.4324	0.003245	0.014767
RNASEL	0.057562208968890846	ENSG00000135828.6	EUR	0.107643	0.034563	1.082e-4	0.10632	0.036527
RNASET2	0.12229090656962806	ENSG00000026297.10	EUR	0.209124	0.044308	4.052e-7	0.200022	0.048658
RNF10	0.003926292384155531	ENSG00000022840.9	EUR	9.35e-4	0.012239	0.477	9.33e-4	0.012223
RNF11	3.227214288756633e-4	ENSG00000123091.4	EUR	-0.005726	0.005635	0.2947	-0.005732	0.005656
RNF114	0.0011076026954589977	ENSG00000124226.6	EUR	0.016008	0.022285	0.2731	0.016091	0.022465
RNF121	0.01776240904070919	ENSG00000137522.13	EUR	0.037203	0.025735	0.04585	0.036885	0.025997
RNF122	0.003692553546005924	ENSG00000133874.1	EUR	-0.006644	0.007246	0.3074	-0.006255	0.006851
RNF123	0.019636829357509246	ENSG00000164068.10	EUR	0.022728	0.019272	0.04134	0.022601	0.019436
RNF14	0.005701834403837067	ENSG00000013561.13	EUR	0.032054	0.019885	0.07407	0.031221	0.01955
RNF141	0.05065804396315366	ENSG00000110315.2	EUR	0.009887	0.01728	0.3238	0.00977	0.017101
RNF146	0.004428933286215851	ENSG00000118518.10	EUR	-0.002714	0.0096	0.4254	-0.002709	0.009586
RNF149	0.0039964573778909695	ENSG00000163162.4	EUR	0.040088	0.021213	0.03328	0.036878	0.01983
RNF166	0.02335754763150915	ENSG00000158717.6	EUR	0.171822	0.041844	5.881e-6	0.172526	0.046864
RNF167	0.007276913934233643	ENSG00000108523.11	EUR	0.031427	0.023045	0.09879	0.031472	0.023312
RNF168	0.03733021523200863	ENSG00000163961.4	EUR	0.132226	0.05091	0.001549	0.136166	0.056448
RNF19A	0.010488163099583468	ENSG00000034677.7	EUR	0.030246	0.018063	0.0456	0.029111	0.017588
RNF19B	0.04180452279420838	ENSG00000116514.11	EUR	0.031792	0.019622	0.02041	0.031205	0.01959
RNF212	0.0064153043017126	ENSG00000178222.8	EUR	-0.020621	4.3e-4	0.01669	-0.0213	0.001242
RNF216	0.0012862166174156136	ENSG00000011275.13	EUR	-0.006619	0.018158	0.403	-0.006611	0.01815
RNF32	7.142417696926995e-5	ENSG00000105982.12	EUR	0.020621	0.024423	0.2412	0.020609	0.024497
RNF34	0.001336902776822826	ENSG00000170633.11	EUR	0.00403	0.013341	0.4097	0.003952	0.013086
RNF4	0.021473969916815005	ENSG00000063978.10	EUR	0.032197	0.0219	0.07413	0.03155	0.021732
RNF40	4.734645654442846e-5	ENSG00000103549.15	EUR	-0.004812	0.00323	0.2623	-0.004854	0.003276
RNF41	4.967874115561269e-4	ENSG00000181852.11	EUR	-0.007034	0.014217	0.3747	-0.006999	0.014164
RNF43	0.011986556827381133	ENSG00000108375.7	EUR	0.165002	0.045235	2.8e-8	0.166519	0.052005
RNF6	0.001635437015455522	ENSG00000127870.12	EUR	3.08e-4	0.015661	0.4936	3.13e-4	0.015923
RNF7	2.53658162132172e-4	ENSG00000114125.9	EUR	-0.012211	0.012577	0.2985	-0.012243	0.012644
RNF8	1.4940533714160589e-5	ENSG00000112130.12	EUR	-0.002771	0.016309	0.4527	-0.002807	0.016524
RNFT1	0.006371985269767858	ENSG00000189050.9	EUR	0.08802	0.035916	1.357e-5	0.089036	0.039058
RNGTT	0.14528918337199181	ENSG00000111880.10	EUR	0.143157	0.034611	4.246e-6	0.138734	0.036694
RNH1	0.00923759579846598	ENSG00000023191.11	EUR	0.037359	0.025954	0.08992	0.036247	0.025526
RNLS	7.03956646834955e-4	ENSG00000184719.7	EUR	-0.036257	2e-6	0.004183	-0.037625	0.002005
RNMT	0.007670575467878071	ENSG00000101654.11	EUR	-0.023776	0.007521	0.1016	-0.0242	0.007858
RNPEP	0.06280548080789683	ENSG00000176393.6	EUR	0.027537	0.025751	0.176	0.027269	0.025661
RNPS1	0.003522084351095898	ENSG00000205937.6	EUR	-0.004049	0.005784	0.3395	-0.004106	0.005872
ROCK2	1.016624857327997e-6	ENSG00000134318.8	EUR	-0.046851	1.75e-4	0.02069	-0.047013	0.002524
ROGDI	0.0034348664068182756	ENSG00000067836.7	EUR	-0.019039	0.001697	0.06016	-0.018708	0.001992
RP3-400N23.6	0.00020914786609090204	ENSG00000228839.1	EUR	0.004437	0.011282	0.3743	0.004503	0.011458
RP9P	0.021225151073318824	ENSG00000205763.9	EUR	0.063658	0.030371	0.001701	0.062875	0.031285
RPA1	6.439574459766041e-4	ENSG00000132383.7	EUR	-0.019647	0.003599	0.1253	-0.019819	0.003838
RPA2	0.016270839284291762	ENSG00000117748.5	EUR	0.023851	0.018289	0.09217	0.024374	0.018869
RPAIN	2.746126414975421e-6	ENSG00000129197.9	EUR	-0.004596	0.015612	0.4214	-0.004427	0.015045
RPAP1	0.03344784972682686	ENSG00000103932.6	EUR	0.067743	0.032889	0.006353	0.066627	0.033692
RPF1	0.028111792578545566	ENSG00000117133.6	EUR	0.028587	0.023989	0.1497	0.028759	0.02432
RPIA	0.002261552244824438	ENSG00000153574.6	EUR	0.064473	0.028581	0.001747	0.064555	0.029938
RPL15	0.0010273042567095411	ENSG00000174748.12	EUR	0.037388	0.022111	0.05469	0.037697	0.022596
RPL28	0.054706898495236855	ENSG00000108107.7	EUR	0.042435	0.032706	0.137	0.040133	0.031219
RPL30	0.014157953697520285	ENSG00000156482.6	EUR	0.052479	0.024498	0.018	0.052029	0.024836
RPL31	2.2520302187633494e-4	ENSG00000071082.5	EUR	0.013633	0.019141	0.2811	0.013569	0.019094
RPL32P3	7.549402146550409e-4	ENSG00000251474.2	EUR	0.011335	0.014523	0.2277	0.011333	0.014568
RPL36AL	0.272696140174034	ENSG00000165502.6	EUR	0.210503	0.039752	5.551e-17	0.197687	0.044958
RPL8	0.13735714374032873	ENSG00000161016.10	EUR	0.10921	0.039357	1.662e-9	0.104193	0.040924
RPL9	0.0015951828699484133	ENSG00000163682.10	EUR	0.056893	0.030848	0.03167	0.056629	0.031631
RPN1	0.014174030549117023	ENSG00000163902.6	EUR	0.007869	0.014012	0.324	0.007717	0.013765
RPN2	0.003497747810809126	ENSG00000118705.11	EUR	0.006086	0.02123	0.4111	0.006098	0.021286
RPP14	0.014309452190908711	ENSG00000163684.6	EUR	0.031773	0.018545	0.03345	0.03134	0.018536
RPP40	0.10246568310600097	ENSG00000124787.9	EUR	0.123021	0.03383	3.819e-5	0.123087	0.03632
RPRD2	0.0024626843829119696	ENSG00000163125.11	EUR	-0.010416	3.5e-5	0.01444	-0.010681	5.72e-4
RPS15A	0.0025775333935547325	ENSG00000134419.11	EUR	-0.00398	0.011406	0.4096	-0.004028	0.011552
RPS16	0.04950810602386973	ENSG00000105193.3	EUR	0.076575	0.040998	0.03083	0.077332	0.042895
RPS2	0.025871633917726657	ENSG00000140988.10	EUR	0.062211	0.032184	0.007016	0.058822	0.031428
RPS23	0.10533211100241731	ENSG00000186468.8	EUR	0.144702	0.039959	1.802e-9	0.135535	0.041502
RPS24	0.010693431358032775	ENSG00000138326.12	EUR	0.089857	0.040242	0.0117	0.089364	0.041893
RPS27L	0.03238216619248844	ENSG00000185088.8	EUR	0.027395	0.021406	0.1242	0.027642	0.021766
RPS6KA1	0.009629939176763464	ENSG00000117676.7	EUR	0.043359	0.018629	0.00247	0.043545	0.019195
RPS6KA4	7.92563094815393e-4	ENSG00000162302.8	EUR	0.001881	0.00955	0.4414	0.001886	0.009577
RPS6KB2	0.018916466255607944	ENSG00000175634.8	EUR	0.020148	0.014246	0.05843	0.019636	0.014023
RPS6KL1	0.05812921863681127	ENSG00000198208.6	EUR	0.075898	0.031414	5.502e-5	0.075507	0.032731
RPTOR	0.03414063521316736	ENSG00000141564.9	EUR	0.04877	0.035629	0.09387	0.04863	0.036035
RPUSD4	6.423802954809895e-4	ENSG00000165526.4	EUR	0.008366	0.020105	0.3767	0.008372	0.020134
RQCD1	0.0017410214693596496	ENSG00000144580.9	EUR	-0.001887	0.006722	0.4289	-0.001798	0.00641
RRAGC	0.10944032133710373	ENSG00000116954.7	EUR	0.154288	0.039824	1.515e-6	0.144627	0.041257
RRBP1	0.00725868328091465	ENSG00000125844.10	EUR	0.009482	0.021284	0.3686	0.009387	0.021088
RRM2B	0.002013619603947057	ENSG00000048392.6	EUR	-0.00138	0.011134	0.4652	-0.001358	0.010955
RRN3	0.03491693304584177	ENSG00000085721.8	EUR	0.013768	0.012976	0.1542	0.013656	0.012941
RRN3P1	0.008233925691320176	ENSG00000248124.3	EUR	0.00685	0.014453	0.3547	0.006994	0.014775
RRP1	3.798704496842048e-4	ENSG00000160214.6	EUR	0.014236	0.019255	0.2665	0.014095	0.019116
RRP12	0.03098654873819679	ENSG00000052749.9	EUR	0.019816	0.016822	0.1362	0.019762	0.016868
RRP15	0.033755268164319084	ENSG00000067533.5	EUR	0.013218	0.013915	0.2079	0.013482	0.014228
RRP1B	0.019692585208542803	ENSG00000160208.11	EUR	0.050014	0.02394	0.005733	0.048226	0.023606
RRP36	0.011005358382899864	ENSG00000124541.5	EUR	-0.01633	0.008909	0.1877	-0.016191	0.008961
RRP7A	0.09541000723261711	ENSG00000189306.6	EUR	0.107762	0.052747	0.02119	0.112447	0.059012
RRP9	0.0030597171630177273	ENSG00000114767.6	EUR	0.014854	0.018284	0.2182	0.014498	0.017945
RSAD1	0.025741831868396854	ENSG00000136444.5	EUR	0.05242	0.028119	0.042	0.052421	0.028596
RSF1	4.609696571665673e-4	ENSG00000048649.9	EUR	0.027758	0.02127	0.1017	0.027665	0.021478
RSL1D1	0.003932587772378496	ENSG00000171490.8	EUR	0.039621	0.024022	0.07958	0.039477	0.024259
RSL24D1	0.025422519802783494	ENSG00000137876.5	EUR	0.048627	0.023952	0.01707	0.047201	0.023779
RSPH1	0.19238919213998767	ENSG00000160188.5	EUR	0.551651	0.053124	0	0.609055	0.101558
RSPH10B	0.013572254591014351	ENSG00000155026.10	EUR	0.048913	0.030767	0.0567	0.050058	0.032092999999999997
RSPH3	0.10549892793835809	ENSG00000130363.6	EUR	0.153339	0.046413	0.001102	0.15887	0.053172
RSPRY1	6.906604044616034e-5	ENSG00000159579.8	EUR	0.008027	0.022359	0.395	0.008195	0.022839
RSRC1	0.02277472075693546	ENSG00000174891.8	EUR	0.023376	0.015822	0.07556	0.022382	0.015297
RTKN2	5.048524740931176e-4	ENSG00000182010.6	EUR	0.147509	0.037561	2.277e-6	0.13599	0.038212
RTN4	0.06796355506878689	ENSG00000115310.13	EUR	0.06241	0.024172	0.001546	0.0555	0.022289
RTN4IP1	0.004402456645220785	ENSG00000130347.8	EUR	0.047241	0.026721	0.05449	0.040641	0.023331
RUFY1	6.753446303733948e-4	ENSG00000176783.9	EUR	0.072135	0.036108	0.03236	0.071289	0.036712
RUFY3	0.007942913655377134	ENSG00000018189.7	EUR	0.023668	0.018192	0.09732	0.022567	0.0175
RUNX1	8.249699702799249e-5	ENSG00000159216.12	EUR	-0.006483	0.023464	0.4242	-0.006012	0.021766
RUVBL2	0.005923377594369017	ENSG00000183207.7	EUR	0.047603	0.024105	0.02123	0.04715	0.024317
RWDD2B	0.069631156344337225	ENSG00000156253.2	EUR	0.05594	0.028146	4.689e-4	0.055989	0.029188
RXRB	8.081842168691364e-4	ENSG00000204231.6	EUR	0.003308	0.015617	0.4376	0.003235	0.015277
S100A10	0.15892935859576596	ENSG00000197747.4	EUR	0.199545	0.049472	5.682e-12	0.198229	0.058383
S100A13	0.11981738629175592	ENSG00000189171.8	EUR	0.11838	0.031119	2.549e-9	0.113874	0.032763
SAAL1	0.060560574023869426	ENSG00000166788.5	EUR	0.082771	0.028936	1.101e-4	0.082615	0.030292
SAFB	0.0032440702889191845	ENSG00000160633.6	EUR	-0.038648	7.17e-4	0.04827	-0.037938	0.002181
SAMD12	0.27911794330608913	ENSG00000177570.9	EUR	0.273266	0.040592	3.386e-15	0.261467	0.048498
SAMHD1	4.472246640567904e-4	ENSG00000101347.7	EUR	0.013263	0.021696	0.2958	0.013424	0.022033
SAMM50	0.016266345979188784	ENSG00000100347.10	EUR	0.025164	0.025594	0.2163	0.025425	0.025991
SAR1A	0.015021032335133687	ENSG00000079332.7	EUR	0.096881	0.036757	0.008104	0.096537	0.038097
SART3	0.007600076447297187	ENSG00000075856.6	EUR	0.024457	0.028523	0.2308	0.024528	0.028773
SASS6	0.002279048858899325	ENSG00000156876.7	EUR	-0.015038	0.003699	0.0678	-0.0145	0.003695
SAT2	0.032232711514848765	ENSG00000141504.7	EUR	0.038549	0.021484	0.05071	0.038944	0.021991
SAV1	0.019562283002619738	ENSG00000151748.7	EUR	0.029303	0.020435	0.0976	0.029446	0.020745
SBF1	5.388449394278333e-5	ENSG00000100241.14	EUR	0.019462	0.018316	0.1681	0.019613	0.01855
SBNO1	1.9401617054291433e-6	ENSG00000139697.5	EUR	4.77e-4	0.00775	0.4814	4.76e-4	0.007727
SCAMP1	0.003581904223935264	ENSG00000085365.12	EUR	-0.009332	0.010439	0.2992	-0.009223	0.010342
SCAMP3	0.007881454539362348	ENSG00000116521.6	EUR	0.008088	0.008931	0.2047	0.008183	0.009056
